assetId,assetType,name,category,district,photoProvider,photoQuery,photoSearchUrl,photoApiQuery,matchRule,creditRequired
MH-F-022,FORT,Sindhudurg Fort,FORT,Sindhudurg,Wikimedia Commons,"""Sindhudurg Fort"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Sindhudurg%20Fort%22%20fort%20Maharashtra,"""Sindhudurg Fort"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-023,FORT,Sinhagad Fort,FORT,Pune,Wikimedia Commons,"""Sinhagad Fort"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Sinhagad%20Fort%22%20fort%20Maharashtra,"""Sinhagad Fort"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-024,FORT,Torna Fort,FORT,Pune,Wikimedia Commons,"""Torna Fort"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Torna%20Fort%22%20fort%20Maharashtra,"""Torna Fort"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-025,FORT,Vasai Fort,FORT,Palghar,Wikimedia Commons,"""Vasai Fort"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Vasai%20Fort%22%20fort%20Maharashtra,"""Vasai Fort"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-026,FORT,Vijaydurg Fort,FORT,Sindhudurg,Wikimedia Commons,"""Vijaydurg Fort"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Vijaydurg%20Fort%22%20fort%20Maharashtra,"""Vijaydurg Fort"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-027,FORT,Vishalgad Fort,FORT,Kolhapur,Wikimedia Commons,"""Vishalgad Fort"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Vishalgad%20Fort%22%20fort%20Maharashtra,"""Vishalgad Fort"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-028,FORT,Shirgaon Fort,FORT,Palghar,Wikimedia Commons,"""Shirgaon Fort"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Shirgaon%20Fort%22%20fort%20Maharashtra,"""Shirgaon Fort"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-029,FORT,Bhudargad Fort,FORT,Kolhapur,Wikimedia Commons,"""Bhudargad Fort"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bhudargad%20Fort%22%20fort%20Maharashtra,"""Bhudargad Fort"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-030,FORT,Kharda Fort,FORT,Ahilyanagar,Wikimedia Commons,"""Kharda Fort"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Kharda%20Fort%22%20fort%20Maharashtra,"""Kharda Fort"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-031,FORT,Galana Fort,FORT,Nashik,Wikimedia Commons,"""Galana Fort"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Galana%20Fort%22%20fort%20Maharashtra,"""Galana Fort"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-032,FORT,Ambagad Fort,FORT,Bhandara,Wikimedia Commons,"""Ambagad Fort"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Ambagad%20Fort%22%20fort%20Maharashtra,"""Ambagad Fort"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-033,FORT,Manikgad Fort,FORT,Chandrapur,Wikimedia Commons,"""Manikgad Fort"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Manikgad%20Fort%22%20fort%20Maharashtra,"""Manikgad Fort"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-034,FORT,Antur Fort,FORT,Chhatrapati Sambhajinagar,Wikimedia Commons,"""Antur Fort"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Antur%20Fort%22%20fort%20Maharashtra,"""Antur Fort"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-035,FORT,Paranda Fort,FORT,Dharashiv,Wikimedia Commons,"""Paranda Fort"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Paranda%20Fort%22%20fort%20Maharashtra,"""Paranda Fort"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-036,FORT,Dharur Fort,FORT,Beed,Wikimedia Commons,"""Dharur Fort"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Dharur%20Fort%22%20fort%20Maharashtra,"""Dharur Fort"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-037,FORT,Ausa Fort,FORT,Latur,Wikimedia Commons,"""Ausa Fort"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Ausa%20Fort%22%20fort%20Maharashtra,"""Ausa Fort"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-038,FORT,Mahur Fort,FORT,Nanded,Wikimedia Commons,"""Mahur Fort"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Mahur%20Fort%22%20fort%20Maharashtra,"""Mahur Fort"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-039,FORT,Purngad Fort,FORT,Ratnagiri,Wikimedia Commons,"""Purngad Fort"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Purngad%20Fort%22%20fort%20Maharashtra,"""Purngad Fort"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-040,FORT,Bankot Fort,FORT,Ratnagiri,Wikimedia Commons,"""Bankot Fort"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bankot%20Fort%22%20fort%20Maharashtra,"""Bankot Fort"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-041,FORT,Underi Fort,FORT,Raigad,Wikimedia Commons,"""Underi Fort"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Underi%20Fort%22%20fort%20Maharashtra,"""Underi Fort"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-042,FORT,Yashwantgad Fort,FORT,Sindhudurg,Wikimedia Commons,"""Yashwantgad Fort"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Yashwantgad%20Fort%22%20fort%20Maharashtra,"""Yashwantgad Fort"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-043,FORT,Bharatgad Fort,FORT,Sindhudurg,Wikimedia Commons,"""Bharatgad Fort"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bharatgad%20Fort%22%20fort%20Maharashtra,"""Bharatgad Fort"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-044,FORT,Korigad Fort,FORT,Pune,Wikimedia Commons,"""Korigad Fort"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Korigad%20Fort%22%20fort%20Maharashtra,"""Korigad Fort"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-045,FORT,Rangana Fort,FORT,Kolhapur,Wikimedia Commons,"""Rangana Fort"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Rangana%20Fort%22%20fort%20Maharashtra,"""Rangana Fort"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-046,FORT,Ankai Fort,FORT,Nashik,Wikimedia Commons,"""Ankai Fort"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Ankai%20Fort%22%20fort%20Maharashtra,"""Ankai Fort"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-047,FORT,Tankai Fort,FORT,Nashik,Wikimedia Commons,"""Tankai Fort"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Tankai%20Fort%22%20fort%20Maharashtra,"""Tankai Fort"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-048,FORT,Salher Fort,FORT,Nashik,Wikimedia Commons,"""Salher Fort"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Salher%20Fort%22%20fort%20Maharashtra,"""Salher Fort"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-049,FORT,Mulher Fort,FORT,Nashik,Wikimedia Commons,"""Mulher Fort"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Mulher%20Fort%22%20fort%20Maharashtra,"""Mulher Fort"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-050,FORT,Vetalwadi Fort,FORT,Chhatrapati Sambhajinagar,Wikimedia Commons,"""Vetalwadi Fort"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Vetalwadi%20Fort%22%20fort%20Maharashtra,"""Vetalwadi Fort"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-051,FORT,Aad,FORT,,Wikimedia Commons,"""Aad"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Aad%22%20fort%20Maharashtra,"""Aad"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-052,FORT,Abhasgad,FORT,,Wikimedia Commons,"""Abhasgad"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Abhasgad%22%20fort%20Maharashtra,"""Abhasgad"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-053,FORT,Achala,FORT,Nashik,Wikimedia Commons,"""Achala"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Achala%22%20fort%20Maharashtra,"""Achala"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-054,FORT,Achalpur (Ellichpur),FORT,,Wikimedia Commons,"""Achalpur (Ellichpur)"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Achalpur%20%28Ellichpur%29%22%20fort%20Maharashtra,"""Achalpur (Ellichpur)"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-055,FORT,Adas,FORT,,Wikimedia Commons,"""Adas"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Adas%22%20fort%20Maharashtra,"""Adas"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-056,FORT,Adgaum (Argaon),FORT,,Wikimedia Commons,"""Adgaum (Argaon)"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Adgaum%20%28Argaon%29%22%20fort%20Maharashtra,"""Adgaum (Argaon)"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-057,FORT,Agashi,FORT,,Wikimedia Commons,"""Agashi"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Agashi%22%20fort%20Maharashtra,"""Agashi"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-058,FORT,Ahiwant (Sarp/Serpant),FORT,Nashik,Wikimedia Commons,"""Ahiwant (Sarp/Serpant)"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Ahiwant%20%28Sarp/Serpant%29%22%20fort%20Maharashtra,"""Ahiwant (Sarp/Serpant)"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-059,FORT,Ajare,FORT,,Wikimedia Commons,"""Ajare"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Ajare%22%20fort%20Maharashtra,"""Ajare"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-060,FORT,Akeri,FORT,,Wikimedia Commons,"""Akeri"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Akeri%22%20fort%20Maharashtra,"""Akeri"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-061,FORT,Akhrani,FORT,,Wikimedia Commons,"""Akhrani"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Akhrani%22%20fort%20Maharashtra,"""Akhrani"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-062,FORT,Akola (Asagad/Asadgad),FORT,,Wikimedia Commons,"""Akola (Asagad/Asadgad)"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Akola%20%28Asagad/Asadgad%29%22%20fort%20Maharashtra,"""Akola (Asagad/Asadgad)"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-063,FORT,Alang,FORT,Nashik,Wikimedia Commons,"""Alang"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Alang%22%20fort%20Maharashtra,"""Alang"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-064,FORT,Alibag (Hirakot),FORT,,Wikimedia Commons,"""Alibag (Hirakot)"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Alibag%20%28Hirakot%29%22%20fort%20Maharashtra,"""Alibag (Hirakot)"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-065,FORT,Amalner,FORT,,Wikimedia Commons,"""Amalner"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Amalner%22%20fort%20Maharashtra,"""Amalner"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-066,FORT,Ambagadh,FORT,,Wikimedia Commons,"""Ambagadh"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Ambagadh%22%20fort%20Maharashtra,"""Ambagadh"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-067,FORT,Ambi Khurd,FORT,,Wikimedia Commons,"""Ambi Khurd"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Ambi%20Khurd%22%20fort%20Maharashtra,"""Ambi Khurd"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-068,FORT,Ambolgad,FORT,,Wikimedia Commons,"""Ambolgad"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Ambolgad%22%20fort%20Maharashtra,"""Ambolgad"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-069,FORT,Amner (Jilpi),FORT,,Wikimedia Commons,"""Amner (Jilpi)"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Amner%20%28Jilpi%29%22%20fort%20Maharashtra,"""Amner (Jilpi)"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-070,FORT,Andhalgaum,FORT,,Wikimedia Commons,"""Andhalgaum"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Andhalgaum%22%20fort%20Maharashtra,"""Andhalgaum"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-071,FORT,Anjaneri,FORT,Nashik,Wikimedia Commons,"""Anjaneri"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Anjaneri%22%20fort%20Maharashtra,"""Anjaneri"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-072,FORT,Anjanvel (Gopalgad),FORT,Ratnagiri,Wikimedia Commons,"""Anjanvel (Gopalgad)"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Anjanvel%20%28Gopalgad%29%22%20fort%20Maharashtra,"""Anjanvel (Gopalgad)"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-073,FORT,Arnala,FORT,Palghar,Wikimedia Commons,"""Arnala"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Arnala%22%20fort%20Maharashtra,"""Arnala"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-074,FORT,Asava (Ashagad/Asavagad),FORT,,Wikimedia Commons,"""Asava (Ashagad/Asavagad)"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Asava%20%28Ashagad/Asavagad%29%22%20fort%20Maharashtra,"""Asava (Ashagad/Asavagad)"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-075,FORT,Asheri,FORT,Palghar,Wikimedia Commons,"""Asheri"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Asheri%22%20fort%20Maharashtra,"""Asheri"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-076,FORT,Assaye,FORT,,Wikimedia Commons,"""Assaye"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Assaye%22%20fort%20Maharashtra,"""Assaye"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-077,FORT,Aundh,FORT,,Wikimedia Commons,"""Aundh"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Aundh%22%20fort%20Maharashtra,"""Aundh"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-078,FORT,Aundha (Avandha),FORT,,Wikimedia Commons,"""Aundha (Avandha)"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Aundha%20%28Avandha%29%22%20fort%20Maharashtra,"""Aundha (Avandha)"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-079,FORT,Avachtigad (Medha),FORT,Raigad,Wikimedia Commons,"""Avachtigad (Medha)"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Avachtigad%20%28Medha%29%22%20fort%20Maharashtra,"""Avachtigad (Medha)"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-080,FORT,Avandha (Aundha),FORT,,Wikimedia Commons,"""Avandha (Aundha)"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Avandha%20%28Aundha%29%22%20fort%20Maharashtra,"""Avandha (Aundha)"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-081,FORT,Avre,FORT,,Wikimedia Commons,"""Avre"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Avre%22%20fort%20Maharashtra,"""Avre"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-082,FORT,Badanera,FORT,,Wikimedia Commons,"""Badanera"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Badanera%22%20fort%20Maharashtra,"""Badanera"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
MH-F-083,FORT,Bagni,FORT,,Wikimedia Commons,"""Bagni"" fort Maharashtra",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bagni%22%20fort%20Maharashtra,"""Bagni"" fort",Exact entity-name match required; otherwise keep placeholder. Never substitute a different fort.,True
