asset_id,asset_type,name,district,category,photo_strategy,wikipedia_api_url,wikipedia_search_url,wikimedia_commons_search_url,info_strategy,photo_match_rule
MH-F-001,FORT,Ahmednagar Fort,Ahilyanagar,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Ahmednagar+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-015,FORT,Panhala Fort,Kolhapur,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Panhala+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-016,FORT,Pauni Fort,Bhandara,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Pauni+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-017,FORT,Pratapgad Fort,Satara,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Pratapgad+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-018,FORT,Purandar Fort,Pune,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Purandar+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-019,FORT,Rajgad Fort,Pune,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Rajgad+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-020,FORT,Sajjangad Fort,Satara,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Sajjangad+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-021,FORT,Shivneri Fort,Pune,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Shivneri+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-022,FORT,Sindhudurg Fort,Sindhudurg,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Sindhudurg+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-023,FORT,Sinhagad Fort,Pune,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Sinhagad+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-024,FORT,Torna Fort,Pune,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Torna+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-025,FORT,Vasai Fort,Palghar,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Vasai+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-026,FORT,Vijaydurg Fort,Sindhudurg,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Vijaydurg+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-027,FORT,Vishalgad Fort,Kolhapur,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Vishalgad+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-028,FORT,Shirgaon Fort,Palghar,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Shirgaon+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-029,FORT,Bhudargad Fort,Kolhapur,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Bhudargad+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-030,FORT,Kharda Fort,Ahilyanagar,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Kharda+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-031,FORT,Galana Fort,Nashik,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Galana+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-032,FORT,Ambagad Fort,Bhandara,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Ambagad+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-033,FORT,Manikgad Fort,Chandrapur,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Manikgad+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-034,FORT,Antur Fort,Chhatrapati Sambhajinagar,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Antur+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-035,FORT,Paranda Fort,Dharashiv,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Paranda+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-036,FORT,Dharur Fort,Beed,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Dharur+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-037,FORT,Ausa Fort,Latur,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Ausa+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-038,FORT,Mahur Fort,Nanded,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Mahur+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-039,FORT,Purngad Fort,Ratnagiri,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Purngad+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-040,FORT,Bankot Fort,Ratnagiri,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Bankot+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-041,FORT,Underi Fort,Raigad,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Underi+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-042,FORT,Yashwantgad Fort,Sindhudurg,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Yashwantgad+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-043,FORT,Bharatgad Fort,Sindhudurg,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Bharatgad+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-044,FORT,Korigad Fort,Pune,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Korigad+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-045,FORT,Rangana Fort,Kolhapur,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Rangana+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-046,FORT,Ankai Fort,Nashik,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Ankai+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-047,FORT,Tankai Fort,Nashik,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Tankai+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-048,FORT,Salher Fort,Nashik,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Salher+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-049,FORT,Mulher Fort,Nashik,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Mulher+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-050,FORT,Vetalwadi Fort,Chhatrapati Sambhajinagar,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Vetalwadi+Fort,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-051,FORT,Aad,,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Aad,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-052,FORT,Abhasgad,,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Abhasgad,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-053,FORT,Achala,Nashik,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Achala,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-054,FORT,Achalpur (Ellichpur),,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Achalpur+(Ellichpur),,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-055,FORT,Adas,,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Adas,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-056,FORT,Adgaum (Argaon),,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Adgaum+(Argaon),,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-057,FORT,Agashi,,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Agashi,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-058,FORT,Ahiwant (Sarp/Serpant),Nashik,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Ahiwant+(Sarp/Serpant),,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-059,FORT,Ajare,,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Ajare,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-060,FORT,Akeri,,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Akeri,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-061,FORT,Akhrani,,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Akhrani,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-062,FORT,Akola (Asagad/Asadgad),,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Akola+(Asagad/Asadgad),,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-063,FORT,Alang,Nashik,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Alang,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-064,FORT,Alibag (Hirakot),,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Alibag+(Hirakot),,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-065,FORT,Amalner,,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Amalner,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-066,FORT,Ambagadh,,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Ambagadh,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-067,FORT,Ambi Khurd,,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Ambi+Khurd,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-068,FORT,Ambolgad,,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Ambolgad,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-069,FORT,Amner (Jilpi),,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Amner+(Jilpi),,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-070,FORT,Andhalgaum,,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Andhalgaum,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-071,FORT,Anjaneri,Nashik,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Anjaneri,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-072,FORT,Anjanvel (Gopalgad),Ratnagiri,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Anjanvel+(Gopalgad),,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-073,FORT,Arnala,Palghar,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Arnala,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-074,FORT,Asava (Ashagad/Asavagad),,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Asava+(Ashagad/Asavagad),,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-075,FORT,Asheri,Palghar,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Asheri,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-076,FORT,Assaye,,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Assaye,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-077,FORT,Aundh,,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Aundh,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-078,FORT,Aundha (Avandha),,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Aundha+(Avandha),,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-079,FORT,Avachtigad (Medha),Raigad,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Avachtigad+(Medha),,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-080,FORT,Avandha (Aundha),,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Avandha+(Aundha),,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-081,FORT,Avre,,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Avre,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-082,FORT,Badanera,,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Badanera,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-083,FORT,Bagni,,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Bagni,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-084,FORT,Bahadurwadi,,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Bahadurwadi,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-085,FORT,Bahem,,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Bahem,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-086,FORT,Bahiravgad (Bhai Ramgad/Bairamgad/Saramja),,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Bahiravgad+(Bhai+Ramgad/Bairamgad/Saramja),,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-087,FORT,Bahirgad,,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Bahirgad,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
MH-F-088,FORT,Bahula,,FORT, — ,https://en.wikipedia.org/w/api.php,https://en.wikipedia.org/wiki/Special:Search?search=Bahula,,Live Wikipedia extract when an exact/strong destination match exists; otherwise use registry fields and mark missing values PENDING,Wikipedia lead image first; Wikimedia Commons exact-name fallback
