assetId,assetType,name,category,district,photoProvider,photoQuery,photoSearchUrl,photoApiQuery,matchRule,creditRequired
MH-BC-005,SPOT,Harihareshwar Beach,BEACH,Raigad,Wikimedia Commons,"""Harihareshwar Beach"" Maharashtra BEACH",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Harihareshwar%20Beach%22%20Maharashtra%20BEACH,"""Harihareshwar Beach"" Maharashtra BEACH",Exact entity-name match required; otherwise keep placeholder. Never substitute a different destination.,True
MH-BC-006,SPOT,Ganpatipule Beach,BEACH,Ratnagiri,Wikimedia Commons,"""Ganpatipule Beach"" Maharashtra BEACH",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Ganpatipule%20Beach%22%20Maharashtra%20BEACH,"""Ganpatipule Beach"" Maharashtra BEACH",Exact entity-name match required; otherwise keep placeholder. Never substitute a different destination.,True
MH-BC-007,SPOT,Tarkarli Beach,BEACH,Sindhudurg,Wikimedia Commons,"""Tarkarli Beach"" Maharashtra BEACH",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Tarkarli%20Beach%22%20Maharashtra%20BEACH,"""Tarkarli Beach"" Maharashtra BEACH",Exact entity-name match required; otherwise keep placeholder. Never substitute a different destination.,True
MH-BC-008,SPOT,Malvan Beach,BEACH,Sindhudurg,Wikimedia Commons,"""Malvan Beach"" Maharashtra BEACH",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Malvan%20Beach%22%20Maharashtra%20BEACH,"""Malvan Beach"" Maharashtra BEACH",Exact entity-name match required; otherwise keep placeholder. Never substitute a different destination.,True
MH-BC-009,SPOT,Vengurla Beach,BEACH,Sindhudurg,Wikimedia Commons,"""Vengurla Beach"" Maharashtra BEACH",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Vengurla%20Beach%22%20Maharashtra%20BEACH,"""Vengurla Beach"" Maharashtra BEACH",Exact entity-name match required; otherwise keep placeholder. Never substitute a different destination.,True
MH-BC-010,SPOT,Guhagar Beach,BEACH,Ratnagiri,Wikimedia Commons,"""Guhagar Beach"" Maharashtra BEACH",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Guhagar%20Beach%22%20Maharashtra%20BEACH,"""Guhagar Beach"" Maharashtra BEACH",Exact entity-name match required; otherwise keep placeholder. Never substitute a different destination.,True
MH-BC-011,SPOT,Velneshwar Beach,BEACH,Ratnagiri,Wikimedia Commons,"""Velneshwar Beach"" Maharashtra BEACH",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Velneshwar%20Beach%22%20Maharashtra%20BEACH,"""Velneshwar Beach"" Maharashtra BEACH",Exact entity-name match required; otherwise keep placeholder. Never substitute a different destination.,True
MH-BC-012,SPOT,Karde Beach,BEACH,Ratnagiri,Wikimedia Commons,"""Karde Beach"" Maharashtra BEACH",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Karde%20Beach%22%20Maharashtra%20BEACH,"""Karde Beach"" Maharashtra BEACH",Exact entity-name match required; otherwise keep placeholder. Never substitute a different destination.,True
MH-BC-013,SPOT,Anjarle Beach,BEACH,Ratnagiri,Wikimedia Commons,"""Anjarle Beach"" Maharashtra BEACH",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Anjarle%20Beach%22%20Maharashtra%20BEACH,"""Anjarle Beach"" Maharashtra BEACH",Exact entity-name match required; otherwise keep placeholder. Never substitute a different destination.,True
MH-BC-014,SPOT,Kelva Beach,BEACH,Palghar,Wikimedia Commons,"""Kelva Beach"" Maharashtra BEACH",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Kelva%20Beach%22%20Maharashtra%20BEACH,"""Kelva Beach"" Maharashtra BEACH",Exact entity-name match required; otherwise keep placeholder. Never substitute a different destination.,True
MH-BC-015,SPOT,Bordi Beach,BEACH,Palghar,Wikimedia Commons,"""Bordi Beach"" Maharashtra BEACH",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bordi%20Beach%22%20Maharashtra%20BEACH,"""Bordi Beach"" Maharashtra BEACH",Exact entity-name match required; otherwise keep placeholder. Never substitute a different destination.,True
MH-CP-001,SPOT,Malshej Ghat,CLOUD POINT,Thane,Wikimedia Commons,"""Malshej Ghat"" Maharashtra CLOUD POINT",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Malshej%20Ghat%22%20Maharashtra%20CLOUD%20POINT,"""Malshej Ghat"" Maharashtra CLOUD POINT",Exact entity-name match required; otherwise keep placeholder. Never substitute a different destination.,True
MH-CP-002,SPOT,Kaas Plateau,CLOUD POINT,Satara,Wikimedia Commons,"""Kaas Plateau"" Maharashtra CLOUD POINT",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Kaas%20Plateau%22%20Maharashtra%20CLOUD%20POINT,"""Kaas Plateau"" Maharashtra CLOUD POINT",Exact entity-name match required; otherwise keep placeholder. Never substitute a different destination.,True
MH-CP-003,SPOT,Panchgani Table Land,CLOUD POINT,Satara,Wikimedia Commons,"""Panchgani Table Land"" Maharashtra CLOUD POINT",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Panchgani%20Table%20Land%22%20Maharashtra%20CLOUD%20POINT,"""Panchgani Table Land"" Maharashtra CLOUD POINT",Exact entity-name match required; otherwise keep placeholder. Never substitute a different destination.,True
MH-CP-004,SPOT,Cloud's End & Echo Point,CLOUD POINT,Raigad,Wikimedia Commons,"""Cloud's End & Echo Point"" Maharashtra CLOUD POINT",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Cloud%27s%20End%20%26%20Echo%20Point%22%20Maharashtra%20CLOUD%20POINT,"""Cloud's End & Echo Point"" Maharashtra CLOUD POINT",Exact entity-name match required; otherwise keep placeholder. Never substitute a different destination.,True
MH-CP-005,SPOT,Tiger's Leap & Duke's Nose,CLOUD POINT,Pune,Wikimedia Commons,"""Tiger's Leap & Duke's Nose"" Maharashtra CLOUD POINT",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Tiger%27s%20Leap%20%26%20Duke%27s%20Nose%22%20Maharashtra%20CLOUD%20POINT,"""Tiger's Leap & Duke's Nose"" Maharashtra CLOUD POINT",Exact entity-name match required; otherwise keep placeholder. Never substitute a different destination.,True
MH-CP-006,SPOT,Amboli Ghat Viewpoint,CLOUD POINT,Sindhudurg,Wikimedia Commons,"""Amboli Ghat Viewpoint"" Maharashtra CLOUD POINT",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Amboli%20Ghat%20Viewpoint%22%20Maharashtra%20CLOUD%20POINT,"""Amboli Ghat Viewpoint"" Maharashtra CLOUD POINT",Exact entity-name match required; otherwise keep placeholder. Never substitute a different destination.,True
MH-PK-001,SPOT,Kalsubai,PEAK,Ahmednagar,Wikimedia Commons,"""Kalsubai"" Maharashtra PEAK",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Kalsubai%22%20Maharashtra%20PEAK,"""Kalsubai"" Maharashtra PEAK",Exact entity-name match required; otherwise keep placeholder. Never substitute a different destination.,True
MH-PK-002,SPOT,Salher,PEAK,Nashik,Wikimedia Commons,"""Salher"" Maharashtra PEAK",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Salher%22%20Maharashtra%20PEAK,"""Salher"" Maharashtra PEAK",Exact entity-name match required; otherwise keep placeholder. Never substitute a different destination.,True
MH-PK-003,SPOT,Taramati Peak (Harishchandragad),PEAK,Ahmednagar,Wikimedia Commons,"""Taramati Peak (Harishchandragad)"" Maharashtra PEAK",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Taramati%20Peak%20%28Harishchandragad%29%22%20Maharashtra%20PEAK,"""Taramati Peak (Harishchandragad)"" Maharashtra PEAK",Exact entity-name match required; otherwise keep placeholder. Never substitute a different destination.,True
MH-PK-004,SPOT,Saptashrungi,PEAK,Nashik,Wikimedia Commons,"""Saptashrungi"" Maharashtra PEAK",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Saptashrungi%22%20Maharashtra%20PEAK,"""Saptashrungi"" Maharashtra PEAK",Exact entity-name match required; otherwise keep placeholder. Never substitute a different destination.,True
MH-PK-005,SPOT,Anjaneri,PEAK,Nashik,Wikimedia Commons,"""Anjaneri"" Maharashtra PEAK",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Anjaneri%22%20Maharashtra%20PEAK,"""Anjaneri"" Maharashtra PEAK",Exact entity-name match required; otherwise keep placeholder. Never substitute a different destination.,True
MH-PK-006,SPOT,Astambha Peak,PEAK,Nandurbar,Wikimedia Commons,"""Astambha Peak"" Maharashtra PEAK",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Astambha%20Peak%22%20Maharashtra%20PEAK,"""Astambha Peak"" Maharashtra PEAK",Exact entity-name match required; otherwise keep placeholder. Never substitute a different destination.,True
MH-PK-007,SPOT,Bhimashankar Peak (Ganesh Ghat),PEAK,Pune,Wikimedia Commons,"""Bhimashankar Peak (Ganesh Ghat)"" Maharashtra PEAK",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Bhimashankar%20Peak%20%28Ganesh%20Ghat%29%22%20Maharashtra%20PEAK,"""Bhimashankar Peak (Ganesh Ghat)"" Maharashtra PEAK",Exact entity-name match required; otherwise keep placeholder. Never substitute a different destination.,True
MH-AV-001,SPOT,Moreshwar Ganpati,ASHTAVINAYAK,Pune,Wikimedia Commons,"""Moreshwar Ganpati"" Maharashtra ASHTAVINAYAK",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Moreshwar%20Ganpati%22%20Maharashtra%20ASHTAVINAYAK,"""Moreshwar Ganpati"" Maharashtra ASHTAVINAYAK",Exact entity-name match required; otherwise keep placeholder. Never substitute a different destination.,True
MH-AV-002,SPOT,"Siddhivinayak, Siddhatek",ASHTAVINAYAK,Ahmednagar,Wikimedia Commons,"""Siddhivinayak, Siddhatek"" Maharashtra ASHTAVINAYAK",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Siddhivinayak%2C%20Siddhatek%22%20Maharashtra%20ASHTAVINAYAK,"""Siddhivinayak, Siddhatek"" Maharashtra ASHTAVINAYAK",Exact entity-name match required; otherwise keep placeholder. Never substitute a different destination.,True
MH-AV-003,SPOT,"Ballaleshwar, Pali",ASHTAVINAYAK,Raigad,Wikimedia Commons,"""Ballaleshwar, Pali"" Maharashtra ASHTAVINAYAK",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Ballaleshwar%2C%20Pali%22%20Maharashtra%20ASHTAVINAYAK,"""Ballaleshwar, Pali"" Maharashtra ASHTAVINAYAK",Exact entity-name match required; otherwise keep placeholder. Never substitute a different destination.,True
MH-AV-004,SPOT,"Varadavinayak, Mahad",ASHTAVINAYAK,Raigad,Wikimedia Commons,"""Varadavinayak, Mahad"" Maharashtra ASHTAVINAYAK",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Varadavinayak%2C%20Mahad%22%20Maharashtra%20ASHTAVINAYAK,"""Varadavinayak, Mahad"" Maharashtra ASHTAVINAYAK",Exact entity-name match required; otherwise keep placeholder. Never substitute a different destination.,True
MH-AV-005,SPOT,"Chintamani, Theur",ASHTAVINAYAK,Pune,Wikimedia Commons,"""Chintamani, Theur"" Maharashtra ASHTAVINAYAK",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Chintamani%2C%20Theur%22%20Maharashtra%20ASHTAVINAYAK,"""Chintamani, Theur"" Maharashtra ASHTAVINAYAK",Exact entity-name match required; otherwise keep placeholder. Never substitute a different destination.,True
MH-AV-006,SPOT,"Girijatmaj, Lenyadri",ASHTAVINAYAK,Pune,Wikimedia Commons,"""Girijatmaj, Lenyadri"" Maharashtra ASHTAVINAYAK",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Girijatmaj%2C%20Lenyadri%22%20Maharashtra%20ASHTAVINAYAK,"""Girijatmaj, Lenyadri"" Maharashtra ASHTAVINAYAK",Exact entity-name match required; otherwise keep placeholder. Never substitute a different destination.,True
MH-AV-007,SPOT,"Vighnahar, Ozar",ASHTAVINAYAK,Pune,Wikimedia Commons,"""Vighnahar, Ozar"" Maharashtra ASHTAVINAYAK",https://commons.wikimedia.org/wiki/Special:MediaSearch?type=image&search=%22Vighnahar%2C%20Ozar%22%20Maharashtra%20ASHTAVINAYAK,"""Vighnahar, Ozar"" Maharashtra ASHTAVINAYAK",Exact entity-name match required; otherwise keep placeholder. Never substitute a different destination.,True
